订单ID,订单日期,大区,省份,商品品类,销售渠道,客户名称,销售额,成本金额,毛利,订单量,是否退货
O100760,2023-04-05,华北,北京,联名款,天猫旗舰店,华创商贸,28507.14,20488.07,8019.07,65,否
O100761,2023-04-06,西南,云南,联名款,线下门店,星河零售,11749.08,7111.93,4637.15,72,否
O100762,2023-04-06,西南,四川,出口商品,抖音小店,锦程贸易,6585.31,5134.95,1450.36,3,否
O100763,2023-04-06,华南,广东,联名款,企微私域,金鼎家居,1390.81,910.44,480.37,99,否
O100764,2023-04-06,西南,四川,自有品牌,线下门店,华创商贸,21621.26,12243.27,9377.99,115,否
O100765,2023-04-06,华中,湖北,自有品牌,线下门店,锦程贸易,17692.93,12223.61,5469.32,74,否
O100766,2023-04-06,华东,浙江,进口商品,企微私域,海纳百川,33433.6,19241.78,14191.82,47,否
O100767,2023-04-06,华中,湖北,自有品牌,抖音小店,南粤供应链,16485.78,11739.87,4745.91,72,否
O100768,2023-04-06,华北,河北,出口商品,企微私域,星河零售,16506.73,11878.2,4628.53,97,是
O100769,2023-04-07,华北,天津,自有品牌,抖音小店,锦程贸易,12986.3,8405.69,4580.61,7,否
O100770,2023-04-07,华南,广西,联名款,线下门店,云端数码,13545.72,7832.45,5713.27,91,否
O100771,2023-04-07,华中,湖南,联名款,企微私域,海纳百川,20157.67,15469.68,4687.99,104,否
O100772,2023-04-07,华北,山东,进口商品,天猫旗舰店,东方明珠商行,31091.8,19162.68,11929.12,10,否
O100773,2023-04-07,华北,河北,进口商品,京东自营,绿野仙踪生鲜,5330.46,3182.17,2148.29,81,否
O100774,2023-04-07,华南,广西,出口商品,线下门店,海纳百川,10967.15,7892.76,3074.39,3,否
O100775,2023-04-07,华北,北京,进口商品,京东自营,云端数码,19681.28,12688.31,6992.97,44,否
O100776,2023-04-07,西南,云南,联名款,线下门店,锦程贸易,14527.49,10991.57,3535.92,40,否
O100777,2023-04-08,华南,广东,联名款,抖音小店,锦程贸易,19427.94,10896.81,8531.13,46,否
O100778,2023-04-08,西南,四川,出口商品,企微私域,锦程贸易,5211.19,3076.34,2134.85,91,否
O100779,2023-04-08,华北,天津,进口商品,天猫旗舰店,海纳百川,20290.84,13217.54,7073.3,48,否
O100780,2023-04-08,华北,北京,自有品牌,抖音小店,南粤供应链,9824.54,6623.4,3201.14,21,否
O100781,2023-04-08,华南,广东,进口商品,线下门店,绿野仙踪生鲜,23277.77,17877.13,5400.64,119,否
O100782,2023-04-08,华北,北京,自有品牌,抖音小店,绿野仙踪生鲜,22482.65,17379.3,5103.35,97,是
O100783,2023-04-08,华北,山东,自有品牌,天猫旗舰店,绿野仙踪生鲜,25971.86,15117.37,10854.49,71,否
O100784,2023-04-08,华南,广东,联名款,企微私域,北辰科技,11592.54,6622.48,4970.06,8,是
O100785,2023-04-09,华北,天津,自有品牌,京东自营,华创商贸,2822.87,2104.09,718.78,87,否
O100786,2023-04-09,华中,湖南,出口商品,线下门店,海纳百川,15396.76,10279.77,5116.99,8,否
O100787,2023-04-09,西南,四川,联名款,抖音小店,东方明珠商行,9822.51,6045.46,3777.05,45,否
O100788,2023-04-09,西南,云南,进口商品,京东自营,绿野仙踪生鲜,22493.96,14521.88,7972.08,57,否
O100789,2023-04-09,华北,山东,联名款,京东自营,金鼎家居,15270.04,8903.0,6367.04,39,否
O100790,2023-04-09,华中,湖南,进口商品,企微私域,东方明珠商行,3528.54,2273.0,1255.54,118,否
O100791,2023-04-09,西南,四川,联名款,企微私域,南粤供应链,5622.03,4168.32,1453.71,38,否
O100792,2023-04-09,西南,四川,自有品牌,企微私域,锦程贸易,12757.23,9187.33,3569.9,29,否
O100793,2023-04-10,华东,江苏,自有品牌,抖音小店,绿野仙踪生鲜,4756.35,3344.48,1411.87,37,否
O100794,2023-04-10,华北,山东,出口商品,天猫旗舰店,星河零售,22202.11,14728.91,7473.2,9,是
O100795,2023-04-10,华南,福建,联名款,企微私域,东方明珠商行,21813.97,15148.47,6665.5,61,否
O100796,2023-04-10,华南,福建,进口商品,抖音小店,南粤供应链,17851.25,10418.2,7433.05,60,否
O100797,2023-04-10,华南,广东,进口商品,抖音小店,海纳百川,13142.69,9985.61,3157.08,46,否
O100798,2023-04-10,华南,广西,进口商品,企微私域,北辰科技,23217.49,13748.17,9469.32,13,是
O100799,2023-04-10,华北,河北,自有品牌,抖音小店,锦程贸易,17387.74,12316.08,5071.66,13,否
O100800,2023-04-10,华中,湖南,出口商品,天猫旗舰店,南粤供应链,15340.69,9753.51,5587.18,63,否
O100801,2023-04-11,华南,广东,进口商品,京东自营,南粤供应链,15578.24,11547.56,4030.68,102,否
O100802,2023-04-11,华中,河南,进口商品,线下门店,绿野仙踪生鲜,27561.54,15897.77,11663.77,17,否
O100803,2023-04-11,西南,重庆,自有品牌,抖音小店,南粤供应链,20572.34,15524.65,5047.69,77,否
O100804,2023-04-11,华南,广东,自有品牌,天猫旗舰店,星河零售,7108.22,5310.32,1797.9,19,否
O100805,2023-04-11,华南,广东,出口商品,京东自营,星河零售,11080.28,8038.69,3041.59,15,否
O100806,2023-04-11,华东,安徽,联名款,天猫旗舰店,北辰科技,4900.7,3589.29,1311.41,66,是
O100807,2023-04-11,华东,安徽,进口商品,抖音小店,华创商贸,3604.78,2536.12,1068.66,97,否
O100808,2023-04-11,华东,江苏,出口商品,京东自营,海纳百川,1885.09,1099.91,785.18,96,否
O100809,2023-04-12,华中,湖南,自有品牌,京东自营,云端数码,19695.41,13609.13,6086.28,65,是
O100810,2023-04-12,华东,上海,进口商品,企微私域,北辰科技,27183.96,20980.05,6203.91,22,否
O100811,2023-04-12,华东,上海,出口商品,企微私域,绿野仙踪生鲜,12085.51,8285.31,3800.2,57,否
O100812,2023-04-12,华北,河北,联名款,线下门店,北辰科技,13244.87,8526.29,4718.58,98,否
O100813,2023-04-12,华东,安徽,进口商品,企微私域,南粤供应链,19198.12,12154.09,7044.03,37,否
O100814,2023-04-12,华东,上海,自有品牌,线下门店,星河零售,12639.63,8280.19,4359.44,95,否
O100815,2023-04-12,西南,四川,联名款,抖音小店,东方明珠商行,5368.6,3038.68,2329.92,108,否
O100816,2023-04-12,华南,广东,进口商品,线下门店,星河零售,12470.58,8357.94,4112.64,87,否
O100817,2023-04-13,华东,江苏,联名款,线下门店,金鼎家居,30571.52,22027.68,8543.84,115,否
O100818,2023-04-13,华东,浙江,出口商品,抖音小店,北辰科技,18997.57,14777.3,4220.27,16,否
O100819,2023-04-13,西南,云南,联名款,抖音小店,金鼎家居,15166.33,10979.66,4186.67,103,否
O100820,2023-04-13,华南,广西,联名款,线下门店,云端数码,7549.15,5485.51,2063.64,14,否
O100821,2023-04-13,华南,广西,联名款,京东自营,南粤供应链,1519.31,1093.44,425.87,107,否
O100822,2023-04-13,西南,云南,进口商品,京东自营,东方明珠商行,18517.12,11576.9,6940.22,39,是
O100823,2023-04-13,华中,湖北,进口商品,企微私域,绿野仙踪生鲜,23980.92,14303.28,9677.64,85,否
O100824,2023-04-13,西南,云南,自有品牌,企微私域,海纳百川,20389.45,13749.05,6640.4,3,否
O100825,2023-04-14,西南,四川,联名款,线下门店,海纳百川,21439.56,13974.05,7465.51,5,否
O100826,2023-04-14,华北,河北,出口商品,线下门店,东方明珠商行,4054.62,2897.5,1157.12,63,否
O100827,2023-04-14,华中,河南,联名款,企微私域,云端数码,14647.49,9659.43,4988.06,110,否
O100828,2023-04-14,华中,湖北,联名款,抖音小店,绿野仙踪生鲜,15103.29,9619.19,5484.1,87,否
O100829,2023-04-14,华南,广西,进口商品,天猫旗舰店,金鼎家居,2610.78,1938.49,672.29,45,是
O100830,2023-04-14,华东,浙江,联名款,天猫旗舰店,东方明珠商行,13156.66,8317.56,4839.1,45,否
O100831,2023-04-14,华北,天津,出口商品,抖音小店,金鼎家居,2855.59,2022.44,833.15,112,否
O100832,2023-04-14,华东,浙江,出口商品,天猫旗舰店,云端数码,12494.79,8196.7,4298.09,111,否
O100833,2023-04-15,华中,河南,联名款,抖音小店,华创商贸,17642.2,12089.1,5553.1,41,否
O100834,2023-04-15,华中,湖南,自有品牌,企微私域,星河零售,20361.5,11667.4,8694.1,87,否
O100835,2023-04-15,华南,广西,自有品牌,京东自营,金鼎家居,8048.41,6221.17,1827.24,26,否
O100836,2023-04-15,华东,江苏,自有品牌,抖音小店,华创商贸,9993.94,6814.97,3178.97,103,否
O100837,2023-04-15,华中,河南,进口商品,企微私域,星河零售,18147.75,11122.28,7025.47,73,否
O100838,2023-04-15,西南,重庆,出口商品,抖音小店,星河零售,16567.19,10262.13,6305.06,103,否
O100839,2023-04-15,西南,云南,自有品牌,京东自营,东方明珠商行,10535.68,7309.04,3226.64,59,否
O100840,2023-04-15,华北,北京,出口商品,企微私域,绿野仙踪生鲜,5953.46,4591.83,1361.63,96,否
O100841,2023-04-16,华南,福建,联名款,企微私域,华创商贸,13438.92,8517.36,4921.56,19,否
O100842,2023-04-16,华北,河北,联名款,线下门店,海纳百川,21616.5,16419.07,5197.43,82,否
O100843,2023-04-16,西南,重庆,自有品牌,京东自营,锦程贸易,17421.89,10528.22,6893.67,31,否
O100844,2023-04-16,华北,天津,进口商品,京东自营,锦程贸易,14439.2,9800.75,4638.45,56,否
O100845,2023-04-16,华东,江苏,出口商品,抖音小店,南粤供应链,1881.54,1376.58,504.96,36,否
O100846,2023-04-16,华北,北京,联名款,天猫旗舰店,华创商贸,24842.22,14142.77,10699.45,78,否
O100847,2023-04-16,华东,安徽,自有品牌,天猫旗舰店,东方明珠商行,33960.25,24335.03,9625.22,18,否
O100848,2023-04-16,华东,上海,自有品牌,线下门店,星河零售,8201.82,4741.67,3460.15,104,否
O100849,2023-04-17,华南,福建,联名款,京东自营,东方明珠商行,6075.8,3490.96,2584.84,28,否
O100850,2023-04-17,西南,重庆,自有品牌,企微私域,华创商贸,12666.68,8058.32,4608.36,15,否
O100851,2023-04-17,华中,湖南,联名款,京东自营,锦程贸易,22082.29,16904.07,5178.22,47,否
O100852,2023-04-17,华南,广西,进口商品,企微私域,华创商贸,25396.37,17836.16,7560.21,7,否
O100853,2023-04-17,华南,福建,联名款,抖音小店,海纳百川,22656.4,16031.83,6624.57,69,否
O100854,2023-04-17,西南,重庆,进口商品,线下门店,锦程贸易,9697.79,7422.24,2275.55,97,否
O100855,2023-04-17,华南,广东,出口商品,线下门店,海纳百川,22083.11,16040.08,6043.03,53,否
O100856,2023-04-17,华南,广东,联名款,线下门店,东方明珠商行,23221.23,14548.71,8672.52,55,否
O100857,2023-04-18,华北,河北,进口商品,抖音小店,东方明珠商行,18445.45,13595.93,4849.52,95,否
O100858,2023-04-18,西南,云南,进口商品,天猫旗舰店,南粤供应链,22148.7,16211.4,5937.3,18,否
O100859,2023-04-18,西南,四川,自有品牌,抖音小店,金鼎家居,2790.02,1635.79,1154.23,67,否
O100860,2023-04-18,华中,河南,联名款,抖音小店,绿野仙踪生鲜,12376.44,8899.77,3476.67,34,否
O100861,2023-04-18,华中,湖南,自有品牌,京东自营,星河零售,10830.81,6410.05,4420.76,113,否
O100862,2023-04-18,华中,湖北,进口商品,天猫旗舰店,云端数码,22714.77,15766.87,6947.9,117,否
O100863,2023-04-18,西南,四川,自有品牌,京东自营,华创商贸,10505.04,6814.07,3690.97,34,否
O100864,2023-04-18,华东,浙江,出口商品,企微私域,星河零售,1426.98,957.42,469.56,99,否
O100865,2023-04-19,西南,四川,出口商品,京东自营,北辰科技,23694.47,17464.84,6229.63,35,否
O100866,2023-04-19,西南,重庆,出口商品,线下门店,北辰科技,15322.0,11934.27,3387.73,37,否
O100867,2023-04-19,西南,四川,联名款,京东自营,华创商贸,7822.67,4773.5,3049.17,80,否
O100868,2023-04-19,华北,河北,联名款,天猫旗舰店,华创商贸,13968.98,10482.77,3486.21,89,否
O100869,2023-04-19,华北,山东,联名款,企微私域,锦程贸易,2567.95,1741.35,826.6,7,否
O100870,2023-04-19,华北,山东,自有品牌,企微私域,金鼎家居,17971.5,13231.81,4739.69,1,否
O100871,2023-04-19,华中,河南,联名款,抖音小店,东方明珠商行,17044.54,9892.9,7151.64,115,否
O100872,2023-04-19,华东,江苏,自有品牌,京东自营,云端数码,15908.4,9990.64,5917.76,60,否
O100873,2023-04-20,华东,浙江,联名款,京东自营,锦程贸易,4534.47,2540.02,1994.45,17,否
O100874,2023-04-20,华南,福建,自有品牌,线下门店,锦程贸易,22647.58,13827.25,8820.33,107,否
O100875,2023-04-20,华中,湖南,联名款,京东自营,海纳百川,18632.24,12353.05,6279.19,20,否
O100876,2023-04-20,西南,四川,出口商品,京东自营,华创商贸,6362.63,3551.93,2810.7,34,否
O100877,2023-04-20,西南,重庆,进口商品,线下门店,华创商贸,13781.73,10714.31,3067.42,72,否
O100878,2023-04-20,西南,重庆,进口商品,京东自营,星河零售,11112.51,6632.6,4479.91,37,否
O100879,2023-04-20,华北,河北,出口商品,企微私域,华创商贸,13529.57,9217.44,4312.13,54,否
O100880,2023-04-20,华北,山东,进口商品,抖音小店,华创商贸,9215.53,7148.55,2066.98,16,否
O100881,2023-04-21,华南,福建,进口商品,抖音小店,南粤供应链,1798.52,1179.57,618.95,91,否
O100882,2023-04-21,西南,云南,自有品牌,企微私域,华创商贸,8772.13,4913.14,3858.99,80,否
O100883,2023-04-21,华南,福建,出口商品,京东自营,华创商贸,20197.7,12423.19,7774.51,103,否
O100884,2023-04-21,华东,安徽,进口商品,线下门店,锦程贸易,7661.79,5914.61,1747.18,111,否
O100885,2023-04-21,华东,上海,出口商品,京东自营,东方明珠商行,24579.65,15129.64,9450.01,97,否
O100886,2023-04-21,华东,浙江,联名款,线下门店,锦程贸易,28337.96,19519.42,8818.54,46,否
O100887,2023-04-21,华南,福建,出口商品,线下门店,绿野仙踪生鲜,22227.0,14660.51,7566.49,73,是
O100888,2023-04-21,西南,四川,联名款,抖音小店,金鼎家居,5309.81,3690.63,1619.18,12,否
O100889,2023-04-22,华中,湖南,联名款,京东自营,南粤供应链,23322.16,15655.56,7666.6,83,否
O100890,2023-04-22,华东,浙江,联名款,线下门店,星河零售,28443.03,18768.15,9674.88,20,否
O100891,2023-04-22,华南,广东,联名款,抖音小店,金鼎家居,1955.02,1109.67,845.35,6,否
O100892,2023-04-22,华东,安徽,联名款,天猫旗舰店,绿野仙踪生鲜,24139.5,16432.96,7706.54,33,否
O100893,2023-04-22,华南,福建,进口商品,企微私域,华创商贸,4268.69,2997.32,1271.37,23,否
O100894,2023-04-22,西南,四川,进口商品,线下门店,锦程贸易,10077.0,7220.59,2856.41,97,否
O100895,2023-04-22,华中,湖南,自有品牌,京东自营,北辰科技,5279.11,3810.55,1468.56,78,否
O100896,2023-04-22,华东,安徽,进口商品,天猫旗舰店,东方明珠商行,6250.73,3684.8,2565.93,62,否
O100897,2023-04-23,西南,云南,联名款,抖音小店,金鼎家居,20477.81,14167.6,6310.21,89,否
O100898,2023-04-23,华南,广东,出口商品,京东自营,华创商贸,5417.41,3996.28,1421.13,90,否
O100899,2023-04-23,华东,江苏,联名款,京东自营,北辰科技,14182.6,9842.63,4339.97,102,否
O100900,2023-04-23,华北,北京,自有品牌,线下门店,南粤供应链,12270.54,6810.37,5460.17,22,否
O100901,2023-04-23,西南,重庆,联名款,天猫旗舰店,绿野仙踪生鲜,17206.85,10260.58,6946.27,73,否
O100902,2023-04-23,华东,浙江,进口商品,天猫旗舰店,东方明珠商行,42268.68,31497.85,10770.83,95,是
O100903,2023-04-23,华中,河南,自有品牌,天猫旗舰店,绿野仙踪生鲜,12043.1,8045.66,3997.44,93,是
O100904,2023-04-23,西南,四川,进口商品,企微私域,华创商贸,13215.01,8228.27,4986.74,9,否
O100905,2023-04-24,西南,重庆,进口商品,线下门店,金鼎家居,28227.53,17776.45,10451.08,90,否
O100906,2023-04-24,华东,江苏,自有品牌,京东自营,绿野仙踪生鲜,11401.38,6879.41,4521.97,29,是
O100907,2023-04-24,华南,福建,联名款,京东自营,锦程贸易,18296.48,11705.82,6590.66,54,否
O100908,2023-04-24,西南,四川,出口商品,抖音小店,星河零售,16942.77,9821.59,7121.18,26,否
O100909,2023-04-24,华中,湖南,进口商品,线下门店,绿野仙踪生鲜,9778.05,5848.93,3929.12,7,否
O100910,2023-04-24,华南,广西,自有品牌,京东自营,南粤供应链,20836.36,15746.56,5089.8,5,否
O100911,2023-04-24,华南,广西,进口商品,企微私域,北辰科技,4464.78,2685.75,1779.03,34,否
O100912,2023-04-24,华南,广东,自有品牌,京东自营,云端数码,15423.81,8852.54,6571.27,7,否
O100913,2023-04-25,西南,四川,进口商品,企微私域,金鼎家居,23673.82,18179.08,5494.74,106,否
O100914,2023-04-25,华东,上海,出口商品,天猫旗舰店,北辰科技,32840.92,19248.64,13592.28,38,否
O100915,2023-04-25,华中,湖南,进口商品,京东自营,海纳百川,10677.0,6210.68,4466.32,109,否
O100916,2023-04-25,西南,重庆,进口商品,京东自营,绿野仙踪生鲜,10871.93,7242.39,3629.54,11,否
O100917,2023-04-25,华南,福建,联名款,抖音小店,北辰科技,4468.99,3232.45,1236.54,54,否
O100918,2023-04-25,华北,山东,联名款,线下门店,绿野仙踪生鲜,23834.54,15938.53,7896.01,88,否
O100919,2023-04-25,华东,安徽,出口商品,天猫旗舰店,云端数码,33976.98,19349.86,14627.12,41,否
O100920,2023-04-25,华北,山东,进口商品,线下门店,华创商贸,20131.52,14042.48,6089.04,116,是
O100921,2023-04-26,华东,浙江,联名款,线下门店,云端数码,27424.78,19634.96,7789.82,41,否
O100922,2023-04-26,华东,浙江,出口商品,线下门店,绿野仙踪生鲜,20477.35,15442.86,5034.49,80,是
O100923,2023-04-26,西南,云南,自有品牌,线下门店,北辰科技,22119.59,12594.55,9525.04,69,否
O100924,2023-04-26,西南,云南,出口商品,企微私域,云端数码,7671.05,4382.84,3288.21,71,否
O100925,2023-04-26,华中,湖南,出口商品,天猫旗舰店,华创商贸,25697.59,17324.92,8372.67,34,否
O100926,2023-04-26,华南,福建,联名款,企微私域,星河零售,18514.07,13766.4,4747.67,34,否
O100927,2023-04-26,华南,广东,进口商品,天猫旗舰店,绿野仙踪生鲜,11054.71,7953.62,3101.09,59,否
